rank,zp_minmax,sim_mwh,dominant_mwh,heat_mwh,cool_mwh,i1,i2,i3,i4,i5
2966,0.041778236,23936.992,572953.640,221417.273,375473.360,6,11,12,19,21
2967,0.041781144,23908.989,572243.514,220840.131,375312.372,6,11,15,19,21
2968,0.041783659,23937.446,572890.136,221439.823,375387.759,6,11,14,19,21
2969,0.041807084,23860.392,570726.059,219847.892,374738.560,6,15,17,19,21
2970,0.041808007,23890.519,571434.062,220425.034,374899.548,6,12,17,19,21
2971,0.041809887,23889.020,571372.511,220447.584,374813.947,6,14,17,19,21
2972,0.041810492,23896.897,571552.622,220352.381,375097.137,6,12,15,19,21
2973,0.041811877,23895.126,571491.343,220374.932,375011.537,6,14,15,19,21
2974,0.041817653,23927.922,572196.677,220952.074,375172.525,6,12,14,19,21
2975,0.041829413,23908.498,571571.456,220728.085,374751.870,6,11,16,19,21
2976,0.041852270,32568.019,778166.130,359219.077,451515.071,5,6,10,13,18
2977,0.041853153,23863.630,570175.210,219663.193,374375.647,6,15,16,19,21
2978,0.041856439,23860.409,570053.494,219735.846,374178.058,6,16,17,19,21
2979,0.041856640,23895.193,570881.778,220240.336,374536.636,6,12,16,19,21
2980,0.041860253,23894.640,570819.281,220262.886,374451.035,6,14,16,19,21
2981,0.041866337,24413.679,583133.851,220146.082,387401.448,6,10,13,20,21
2982,0.041876048,70379.483,1680662.009,887943.895,863097.597,8,18,19,21,22
2983,0.041889415,32587.210,777934.240,358659.600,451861.850,5,6,9,13,18
2984,0.041905795,24427.207,582907.625,219586.606,387748.226,6,9,13,20,21
2985,0.041909905,32565.157,777027.708,357925.682,451667.183,5,6,9,10,18
2986,0.041913412,32612.381,778089.371,358728.313,451973.438,5,6,11,13,18
2987,0.041936112,32591.959,777181.208,357994.395,451778.771,5,6,10,11,18
2988,0.041941161,70845.198,1689156.828,884469.511,875532.516,8,18,20,21,22
2989,0.041942015,24410.091,581996.156,218852.688,387553.559,6,9,10,20,21
2990,0.041952846,32613.524,777385.244,358240.564,451758.203,5,6,12,13,18
2991,0.041954667,32612.343,777323.375,358263.115,451672.603,5,6,13,14,18
2992,0.041960592,24465.124,583050.009,219655.319,387859.814,6,11,13,20,21
2993,0.041961942,32602.658,776957.810,357434.919,452125.550,5,6,9,11,18
2994,0.041962470,32590.977,776669.660,357663.422,451597.215,5,6,13,15,18
2995,0.041968886,32590.728,776544.973,357736.074,451399.626,5,6,13,17,18
2996,0.041974592,32592.340,776477.843,357506.646,451563.537,5,6,10,12,18
2997,0.041977795,24411.659,581537.423,218663.080,387286.002,6,13,17,20,21
2998,0.041978055,32592.381,776414.752,357529.197,451477.936,5,6,10,14,18
2999,0.041981371,24448.427,582363.722,219167.570,387644.580,6,12,13,20,21
3000,0.041985117,24420.779,581653.240,218590.428,387483.591,6,13,15,20,21
3001,0.041986004,32571.102,775760.950,356929.504,451402.548,5,6,10,15,18
3002,0.041987732,24449.442,582299.657,219190.120,387558.979,6,13,14,20,21
3003,0.041995493,70634.749,1681960.246,888914.996,863680.000,7,18,19,21,22
3004,0.041995742,32573.317,775633.799,357002.156,451204.959,5,6,10,17,18
3005,0.041997355,32589.873,775998.217,357551.376,451036.713,5,6,13,16,18
3006,0.042003467,32605.284,776252.201,356947.169,451910.315,5,6,9,12,18
3007,0.042004796,24452.425,582134.123,218921.401,387665.147,6,10,11,20,21
3008,0.042005798,32604.478,776189.956,356969.720,451824.715,5,6,9,14,18
3009,0.042009936,32580.344,775539.010,356370.027,451749.327,5,6,9,15,18
3010,0.042015120,24429.848,581453.717,218433.652,387449.913,6,10,12,20,21
3011,0.042020122,24397.835,580622.662,217929.162,387091.335,6,10,17,20,21
3012,0.042022196,32626.507,776411.279,357015.883,452021.903,5,6,11,12,18
3013,0.042022284,32570.989,775088.515,356817.458,450842.046,5,6,10,16,18
3014,0.042022924,32624.506,776350.229,357038.433,451936.302,5,6,11,14,18
3015,0.042022948,32584.990,775409.428,356442.680,451551.738,5,6,9,17,18
3016,0.042024440,24405.280,580740.154,217856.510,387288.924,6,10,15,20,21
3017,0.042027353,24434.131,581386.383,218456.202,387364.312,6,10,14,20,21
3018,0.042029333,24457.554,581916.296,218361.924,388011.926,6,9,11,20,21
3019,0.042030157,32602.666,775696.989,356438.741,451860.914,5,6,11,15,18
3020,0.042032539,24420.121,580981.350,218478.382,386923.089,6,13,16,20,21
3021,0.042041034,32605.722,775568.996,356511.393,451663.325,5,6,11,17,18
3022,0.042046939,24404.195,580403.604,217369.685,387438.114,6,9,17,20,21
3023,0.042047053,32580.831,774865.975,356257.981,451188.825,5,6,9,16,18
3024,0.042050342,24440.918,581229.948,217874.175,387796.691,6,9,12,20,21
3025,0.042052009,24412.061,580520.675,217297.033,387635.703,6,9,15,20,21
3026,0.042053474,19408.926,461529.666,214285.695,266652.897,6,10,13,19,20
3027,0.042059365,24443.406,581164.410,217896.725,387711.091,6,9,14,20,21
3028,0.042059758,71100.144,1690455.387,885440.612,876114.919,7,18,20,21,22
3029,0.042065592,32601.894,775025.213,356326.695,451300.413,5,6,11,16,18
3030,0.042069011,32630.462,775641.291,356550.684,451721.068,5,6,12,14,18
3031,0.042071935,32602.838,774930.784,355973.542,451560.080,5,6,14,15,18
3032,0.042071951,32605.395,774991.277,355950.992,451645.680,5,6,12,15,18
3033,0.042072310,24404.804,580068.082,217744.464,386728.422,6,10,16,20,21
3034,0.042084360,32609.578,774862.157,356023.644,451448.091,5,6,12,17,18
3035,0.042085797,32608.100,774800.584,356046.194,451362.490,5,6,14,17,18
3036,0.042088134,32582.572,774151.032,355446.502,451287.103,5,6,15,17,18
3037,0.042094101,24472.608,581378.560,217942.889,387908.279,6,11,12,20,21
3038,0.042097284,24439.518,580548.582,217438.399,387549.701,6,11,17,20,21
3039,0.042098451,24410.763,579849.426,217184.987,387075.201,6,9,16,20,21
3040,0.042103116,24447.815,580665.222,217365.746,387747.291,6,11,15,20,21
3041,0.042108612,24478.156,581309.962,217965.439,387822.678,6,11,14,20,21
3042,0.042108666,32605.523,774318.601,355838.946,451085.178,5,6,12,16,18
3043,0.042110198,32576.835,773609.158,355261.803,450924.190,5,6,15,16,18
3044,0.042110427,32604.284,774256.790,355861.496,450999.578,5,6,14,16,18
3045,0.042113140,19426.755,461299.138,213726.218,266999.676,6,9,13,19,20
3046,0.042119653,24423.567,579861.549,216950.650,387334.467,6,12,17,20,21
3047,0.042124544,24396.452,579150.534,216373.507,387173.479,6,15,17,20,21
3048,0.042124985,24431.584,579978.469,216877.997,387532.056,6,12,15,20,21
3049,0.042126375,32583.793,773477.264,355334.456,450726.601,5,6,16,17,18
3050,0.042128422,24425.897,579796.169,216973.200,387248.866,6,14,17,20,21
3051,0.042131611,24462.564,580622.570,217477.690,387607.444,6,12,14,20,21
3052,0.042132500,24433.217,579913.786,216900.548,387446.456,6,14,15,20,21
3053,0.042149968,24446.719,579993.770,217253.700,387186.789,6,11,16,20,21
3054,0.042163960,19456.544,461449.650,213794.931,267111.263,6,11,13,19,20
3055,0.042167407,24427.981,579309.525,216765.951,386971.554,6,12,16,20,21
3056,0.042169119,24399.065,578600.310,216188.809,386810.566,6,15,16,20,21
3057,0.042170459,19414.552,460382.757,212992.300,266805.009,6,9,10,19,20
3058,0.042172763,24396.033,578478.406,216261.461,386612.977,6,16,17,20,21
3059,0.042178413,24431.546,579242.909,216788.502,386885.954,6,14,16,20,21
3060,0.042200645,19441.769,460698.392,213329.733,266810.428,6,13,14,19,20
3061,0.042204244,24381.297,577697.748,225920.282,376158.763,5,10,13,19,21
3062,0.042212042,19449.361,460753.850,213307.182,266896.029,6,12,13,19,20
3063,0.042216905,19416.551,459923.593,212802.692,266537.451,6,13,17,19,20
3064,0.042223630,19445.344,460532.266,213061.014,266916.596,6,10,11,19,20
3065,0.042240743,24392.907,577473.440,225360.805,376505.542,5,9,13,19,21
3066,0.042241371,19432.411,460032.670,212730.040,266735.041,6,13,15,19,20
3067,0.042247519,71371.431,1689363.818,894208.135,866527.114,6,18,19,21,22
3068,0.042254150,19427.774,459783.802,212595.815,266615.761,6,10,14,19,20
3069,0.042261310,19433.489,459841.137,212573.264,266701.362,6,10,12,19,20
3070,0.042271045,24372.036,576565.726,224626.887,376310.875,5,9,10,19,21
3071,0.042274448,19459.171,460305.740,212501.537,267263.375,6,9,11,19,20
3072,0.042278263,19405.959,459005.600,212068.775,266342.784,6,10,17,19,20
3073,0.042297083,19419.318,459117.178,211996.122,266540.374,6,10,15,19,20
3074,0.042297867,24431.873,577614.775,225429.518,376617.129,5,11,13,19,21
3075,0.042305216,19433.292,459359.241,212617.994,266174.539,6,13,16,19,20
3076,0.042312970,19445.086,459553.792,212036.338,266962.540,6,9,14,19,20
3077,0.042314394,71843.587,1697852.196,890733.750,878962.033,6,18,20,21,22
3078,0.042320553,19450.989,459610.939,212013.787,267048.141,6,9,12,19,20
3079,0.042324072,24382.804,576097.793,224437.279,376043.317,5,13,17,19,21
3080,0.042324077,66324.722,1567068.366,878609.123,754783.965,8,18,19,20,22
3081,0.042329036,24418.037,576862.577,224964.319,376316.294,5,13,14,19,21
3082,0.042329575,19419.918,458778.943,211509.298,266689.563,6,9,17,19,20
3083,0.042330263,24421.277,576922.388,224941.769,376401.895,5,12,13,19,21
3084,0.042333244,24392.948,576212.586,224364.627,376240.907,5,13,15,19,21
3085,0.042337753,24416.258,576701.804,224695.600,376422.462,5,10,11,19,21
3086,0.042350251,19434.094,458889.703,211436.645,266887.152,6,9,15,19,20
3087,0.042351512,19469.404,459709.775,212105.051,267074.128,6,11,14,19,20
3088,0.042355848,24417.627,576487.737,224136.123,376769.241,5,9,11,19,21
3089,0.042356655,24398.150,576016.929,224207.851,376207.228,5,10,12,19,21
3090,0.042358140,24363.898,575188.113,223703.361,375848.650,5,10,17,19,21
3091,0.042359940,19475.683,459766.546,212082.501,267159.728,6,11,12,19,20
3092,0.042364312,24399.819,575952.210,224230.402,376121.627,5,10,14,19,21
3093,0.042364577,19442.651,458936.510,211578.011,266801.151,6,11,17,19,20
3094,0.042364741,24372.619,575304.330,223630.709,376046.240,5,10,15,19,21
3095,0.042365922,19422.303,458441.645,211884.076,265979.872,6,10,16,19,20
3096,0.042381578,24392.322,575540.664,224252.581,375680.405,5,13,16,19,21
3097,0.042383632,24369.316,574969.997,223143.884,376195.429,5,9,17,19,21
3098,0.042387811,24406.718,575795.663,223648.374,376554.007,5,9,12,19,21
3099,0.042389413,24377.586,575086.665,223071.232,376393.019,5,9,15,19,21
3100,0.042390421,24405.596,575733.735,223670.925,376468.406,5,9,14,19,21
3101,0.042393092,19460.286,459043.812,211505.359,266998.740,6,11,15,19,20
3102,0.042404855,19464.332,459011.864,211617.302,266858.893,6,12,14,19,20
3103,0.042406248,19429.835,458183.293,211112.812,266500.316,6,14,17,19,20
3104,0.042413351,24372.082,574632.319,223518.663,375485.738,5,10,16,19,21
3105,0.042414575,19435.046,458216.204,211324.599,266326.651,6,9,16,19,20
3106,0.042424225,19440.302,458235.876,211090.262,266585.916,6,12,17,19,20
3107,0.042429800,19445.272,458292.793,211040.160,266697.905,6,14,15,19,20
3108,0.042433409,24374.481,574417.222,222959.186,375832.517,5,9,16,19,21
3109,0.042435424,24405.223,575114.392,223212.598,376307.017,5,11,17,19,21
3110,0.042438352,24441.975,575940.708,223717.088,376665.594,5,11,12,19,21
3111,0.042441994,19453.200,458347.916,211017.610,266783.506,6,12,15,19,20
3112,0.042443038,24414.511,575230.041,223139.946,376504.606,5,11,15,19,21
3113,0.042443281,24442.130,575877.502,223739.638,376579.994,5,11,14,19,21
3114,0.042446629,19420.095,457517.953,210513.120,266424.928,6,15,17,19,20
3115,0.042451219,66579.111,1568367.481,879580.224,755366.368,7,18,19,20,22
3116,0.042454798,19460.069,458371.482,211393.313,266438.238,6,11,16,19,20
3117,0.042470534,24365.881,573712.619,222147.707,375930.794,5,15,17,19,21
3118,0.042470737,24396.065,574420.567,222724.849,376091.782,5,12,17,19,21
3119,0.042471675,24394.013,574359.568,222747.399,376006.182,5,14,17,19,21
3120,0.042473669,24402.771,574538.798,222652.197,376289.372,5,12,15,19,21
3121,0.042475343,24401.124,574477.394,222674.747,376203.771,5,14,15,19,21
3122,0.042479068,24433.255,575183.394,223251.889,376364.759,5,12,14,19,21
3123,0.042483049,71895.419,1692331.879,896507.949,867719.348,5,18,19,21,22
3124,0.042489042,24412.483,574559.521,223027.900,375944.104,5,11,16,19,21
3125,0.042499378,19448.441,457617.076,210928.114,266137.403,6,14,16,19,20
3126,0.042503563,19452.849,457675.719,210905.564,266223.004,6,12,16,19,20
3127,0.042515503,19422.893,456842.607,210401.074,265864.426,6,16,17,19,20
3128,0.042516203,24368.681,573162.209,221963.008,375567.882,5,15,16,19,21
3129,0.042516484,24919.754,586119.825,222445.897,388593.682,5,10,13,20,21
3130,0.042518590,24400.097,573868.923,222540.150,375728.870,5,12,16,19,21
3131,0.042519199,24365.232,573040.721,222035.661,375370.292,5,16,17,19,21
3132,0.042521525,24399.141,573806.829,222562.701,375643.269,5,14,16,19,21
3133,0.042531144,19434.844,456955.593,210328.421,266062.016,6,15,16,19,20
3134,0.042549952,72369.728,1700818.105,893033.565,880154.267,5,18,20,21,22
3135,0.042556253,24933.430,585893.452,221886.420,388940.461,5,9,13,20,21
3136,0.042593557,24916.457,584981.839,221152.503,388745.794,5,9,10,20,21
3137,0.042609631,24970.794,586036.388,221955.134,389052.048,5,11,13,20,21
3138,0.042630096,24918.266,584522.866,220962.895,388478.237,5,13,17,20,21
3139,0.042631479,24954.331,585349.868,221467.385,388836.814,5,12,13,20,21
3140,0.042635995,24926.682,584639.387,220890.243,388675.826,5,13,15,20,21
3141,0.042638464,24955.674,585285.475,221489.935,388751.214,5,13,14,20,21
3142,0.042655337,24958.495,585120.103,221221.216,388857.381,5,10,11,20,21
3143,0.042667491,24936.548,584439.066,220733.467,388642.147,5,10,12,20,21
3144,0.042674434,24905.117,583607.430,220228.977,388283.570,5,10,17,20,21
3145,0.042676892,24911.606,583725.878,220156.325,388481.159,5,10,15,20,21
3146,0.042679199,24963.180,584902.720,220661.739,389204.160,5,9,11,20,21
3147,0.042680492,24941.255,584371.309,220756.017,388556.546,5,10,14,20,21
3148,0.042683916,24926.020,583967.501,220778.197,388115.324,5,13,16,20,21
3149,0.042700276,24910.870,583388.978,219669.500,388630.348,5,9,17,20,21
3150,0.042702832,24947.647,584215.269,220173.990,388988.926,5,9,12,20,21
3151,0.042704180,24918.171,583506.614,219596.848,388827.938,5,9,15,20,21
3152,0.042711512,24949.927,584149.939,220196.541,388903.325,5,9,14,20,21
3153,0.042713679,67307.339,1575779.505,884873.363,758213.482,6,18,19,20,22
3154,0.042724304,24910.591,583054.345,220044.279,387920.657,5,10,16,20,21
3155,0.042745124,24978.732,584364.485,220242.704,389100.513,5,11,12,20,21
3156,0.042749081,24945.567,583534.582,219738.214,388741.936,5,11,17,20,21
3157,0.042751271,24916.949,582835.288,219484.802,388267.436,5,9,16,20,21
3158,0.042754658,24953.811,583651.276,219665.561,388939.525,5,11,15,20,21
3159,0.042759034,24983.942,584296.225,220265.254,389014.913,5,11,14,20,21
3160,0.042774544,24930.980,582846.186,219250.465,388526.702,5,12,17,20,21
3161,0.042777759,24937.902,582964.201,219177.812,388724.291,5,12,15,20,21
3162,0.042778627,24902.981,582136.055,218673.322,388365.713,5,15,17,20,21
3163,0.042781720,24932.404,582781.712,219273.015,388441.101,5,14,17,20,21
3164,0.042784336,24969.277,583607.907,219777.505,388799.678,5,12,14,20,21
3165,0.042784481,24939.073,582899.980,219200.363,388638.690,5,14,15,20,21
3166,0.042801402,24952.368,582980.170,219553.515,388379.023,5,11,16,20,21
3167,0.042821462,24934.716,582294.839,219065.766,388163.789,5,12,16,20,21
3168,0.042821926,24904.665,581586.760,218488.624,388002.801,5,15,16,20,21
3169,0.042828237,24903.054,581463.434,218561.276,387805.211,5,16,17,20,21
3170,0.042831934,24937.974,582228.531,219088.317,388078.188,5,14,16,20,21
3171,0.042843539,40641.894,948611.981,444141.807,545112.068,6,7,8,18,19
3172,0.042855980,19907.590,464523.051,216585.510,267845.131,5,10,13,19,20
3173,0.042916044,19925.591,464292.352,216026.033,268191.910,5,9,13,19,20
3174,0.042963792,67829.078,1578749.816,887173.178,759405.717,5,18,19,20,22
3175,0.042964589,19954.629,464443.615,216094.746,268303.498,5,11,13,19,20
3176,0.042974022,19913.140,463376.218,215292.115,267997.243,5,9,10,19,20
3177,0.043004366,19940.757,463691.454,215629.548,268002.663,5,13,14,19,20
3178,0.043014325,19947.785,463747.476,215606.997,268088.263,5,12,13,19,20
3179,0.043020855,19915.090,462917.104,215102.507,267729.686,5,13,17,19,20
3180,0.043025913,19943.631,463526.029,215360.829,268108.831,5,10,11,19,20
3181,0.043046010,19931.410,463025.720,215029.855,267927.275,5,13,15,19,20
3182,0.043058638,19926.550,462777.075,214895.630,267807.996,5,10,14,19,20
3183,0.043065877,19932.365,462834.310,214873.079,267893.596,5,10,12,19,20
3184,0.043076561,19957.354,463299.607,214801.352,268455.609,5,9,11,19,20
3185,0.043083511,19904.542,461999.066,214368.589,267535.019,5,10,17,19,20
3186,0.043102359,19918.052,462110.493,214295.937,267732.608,5,10,15,19,20
3187,0.043109988,19932.014,462352.569,214917.809,267366.773,5,13,16,19,20
3188,0.043118355,19944.252,462546.676,214336.153,268154.775,5,9,14,19,20
3189,0.043124839,19949.734,462604.244,214313.603,268240.375,5,9,12,19,20
3190,0.043135114,19918.601,461772.309,213809.113,267881.798,5,9,17,19,20
3191,0.043154675,19967.815,462703.413,214404.866,268266.362,5,11,14,19,20
3192,0.043156861,19933.397,461882.450,213736.460,268079.387,5,9,15,19,20
3193,0.043162535,19973.911,462760.368,214382.316,268351.963,5,11,12,19,20
3194,0.043167971,19940.607,461930.604,213877.826,267993.385,5,11,17,19,20
3195,0.043170973,19920.615,461435.383,214183.891,267172.106,5,10,16,19,20
3196,0.043198048,19959.099,462037.050,213805.174,268190.974,5,11,15,19,20
3197,0.043198952,56524.621,1308472.043,753054.637,611942.027,11,19,20,21,22
3198,0.043205094,56503.210,1307790.471,752566.888,611726.793,12,19,20,21,22
3199,0.043208942,56472.287,1306958.326,752062.398,611368.215,17,19,20,21,22
3200,0.043210017,19963.244,462005.001,213917.117,268051.128,5,12,14,19,20
3201,0.043212128,19928.429,461176.749,213412.627,267692.550,5,14,17,19,20
3202,0.043213440,56483.097,1307072.454,751989.746,611565.804,15,19,20,21,22
3203,0.043220706,19933.800,461209.499,213624.414,267518.885,5,9,16,19,20
3204,0.043228805,41136.921,951609.004,446441.622,546304.303,5,7,8,18,19
3205,0.043228861,56474.549,1306408.453,751877.700,611005.303,16,19,20,21,22
3206,0.043229807,19938.857,461229.371,213390.077,267778.151,5,12,17,19,20
3207,0.043231804,46241.652,1069621.161,450002.194,665860.619,6,7,8,18,21
3208,0.043234104,56536.964,1307693.666,752589.439,611641.192,14,19,20,21,22
3209,0.043237005,19944.604,461285.511,213339.975,267890.140,5,14,15,19,20
3210,0.043248503,19952.302,461340.863,213317.425,267975.740,5,12,15,19,20
3211,0.043254037,19918.966,460511.132,212812.935,267617.163,5,15,17,19,20
3212,0.043254147,56586.372,1308229.991,752985.924,611830.439,9,19,20,21,22
3213,0.043259360,19958.365,461365.236,213693.128,267630.473,5,11,16,19,20
3214,0.043267405,56611.819,1308417.242,753545.401,611483.661,10,19,20,21,22
3215,0.043288639,56676.979,1309280.668,754279.319,611678.328,13,19,20,21,22
3216,0.043305590,19947.012,460610.555,213227.929,267329.638,5,14,16,19,20
3217,0.043309523,19951.365,460669.252,213205.379,267415.238,5,12,16,19,20
3218,0.043322981,19921.470,459836.080,212700.889,267056.661,5,16,17,19,20
3219,0.043338885,19933.669,459948.817,212628.237,267254.250,5,15,16,19,20
3220,0.043494925,41607.544,956606.866,440667.423,557546.987,6,7,8,18,20
3221,0.043507006,40329.877,926974.313,322863.996,644440.194,2,10,13,18,21
3222,0.043529461,48461.615,1113306.115,279894.083,881873.647,4,18,19,20,21
3223,0.043536316,40347.040,926744.452,322304.519,644786.973,2,9,13,18,21
3224,0.043562107,40331.181,925831.726,321570.601,644592.306,2,9,10,18,21
3225,0.043568465,40383.116,926888.677,322373.232,644898.560,2,11,13,18,21
3226,0.043575717,46739.964,1072614.899,452302.009,667052.854,5,7,8,18,21
3227,0.043580717,40328.600,925377.142,321380.994,644324.749,2,13,17,18,21
3228,0.043582465,40366.193,926202.616,321885.483,644683.326,2,12,13,18,21
3229,0.043583149,41799.996,959086.181,451734.760,549151.417,5,6,8,18,19
3230,0.043589455,40341.566,925489.113,321308.341,644522.338,2,13,15,18,21
3231,0.043591877,40371.912,926133.847,321908.034,644597.725,2,13,14,18,21
3232,0.043598839,40371.300,925971.908,321639.315,644703.893,2,10,11,18,21
3233,0.043609194,40351.112,925289.113,321151.565,644488.659,2,10,12,18,21
3234,0.043612380,40317.870,924459.288,320647.076,644130.082,2,10,17,18,21
3235,0.043617120,40378.631,925751.879,321079.838,645050.672,2,9,11,18,21
3236,0.043618913,40328.879,924573.215,320574.423,644327.671,2,10,15,18,21
3237,0.043623071,40343.264,924814.867,321196.295,643961.836,2,13,16,18,21
3238,0.043623536,40361.192,925215.982,321174.116,644403.058,2,10,14,18,21
3239,0.043629687,40360.390,925067.137,320592.089,644835.438,2,9,12,18,21
3240,0.043631729,40326.116,924238.343,320087.599,644476.860,2,9,17,18,21
3241,0.043637705,40336.633,924352.763,320014.946,644674.450,2,9,15,18,21
3242,0.043642372,40368.997,924995.480,320614.639,644749.837,2,9,14,18,21
3243,0.043654708,40332.457,923897.089,320462.377,643767.169,2,10,16,18,21
3244,0.043658996,40393.910,925213.917,320660.802,644947.025,2,11,12,18,21
3245,0.043660213,40358.884,924385.876,320156.312,644588.448,2,11,17,18,21
3246,0.043663897,40367.374,924502.323,320083.660,644786.037,2,11,15,18,21
3247,0.043668803,40399.966,925144.811,320683.352,644861.425,2,11,14,18,21
3248,0.043672573,40339.372,923677.476,319902.900,644113.948,2,9,16,18,21
3249,0.043675407,40342.923,923698.854,319668.563,644373.213,2,12,17,18,21
3250,0.043677857,40350.320,923816.394,319595.911,644570.803,2,12,15,18,21
3251,0.043679034,40315.242,922988.404,319091.421,644212.225,2,15,17,18,21
3252,0.043684074,40384.079,924457.715,320195.603,644646.190,2,12,14,18,21
3253,0.043686525,40350.124,923628.602,319691.114,644287.613,2,14,17,18,21
3254,0.043687283,40356.025,923747.639,319618.461,644485.202,2,14,15,18,21
3255,0.043700214,40371.384,923825.765,319971.614,644225.535,2,11,16,18,21
3256,0.043713953,40354.101,923140.064,319483.865,644010.301,2,12,16,18,21
3257,0.043714293,33069.420,756489.886,307368.627,482190.679,7,8,19,20,21
3258,0.043716403,40320.118,922310.980,318979.375,643651.723,2,16,17,18,21
3259,0.043717483,40326.306,922429.729,318906.723,643849.313,2,15,16,18,21
3260,0.043726031,40362.143,923068.973,319506.415,643924.700,2,14,16,18,21
3261,0.043781126,42047.070,960392.611,452705.861,549733.820,5,6,7,18,19
3262,0.043874384,42102.053,959604.407,442967.238,558739.222,5,7,8,18,20
3263,0.043904252,47419.894,1080075.221,457595.148,669899.968,5,6,8,18,21
3264,0.044013829,35442.267,805252.984,317003.608,523691.643,2,10,13,18,19
3265,0.044046501,35458.493,805024.060,316444.131,524038.422,2,9,13,18,19
3266,0.044067592,35435.562,804118.407,315710.214,523843.755,2,9,10,18,19
3267,0.044082715,47670.101,1081378.519,458566.249,670482.371,5,6,7,18,21
3268,0.044090062,35499.693,805163.161,316512.845,524150.010,2,11,13,18,19
3269,0.044110591,35485.826,804474.046,316025.096,523934.775,2,12,13,18,19
3270,0.044112617,35477.855,804256.415,315778.927,523955.343,2,10,11,18,19
3271,0.044119367,35489.923,804406.898,316047.646,523849.175,2,13,14,18,19
3272,0.044121573,35457.816,803638.988,315520.606,523576.198,2,13,17,18,19
3273,0.044121784,35463.258,803758.482,315447.954,523773.787,2,13,15,18,19
3274,0.044129353,35461.035,803570.251,315291.178,523740.108,2,10,12,18,19
3275,0.044133420,35484.889,804036.683,315219.450,524302.122,2,9,11,18,19
3276,0.044143597,35469.332,803498.904,315313.728,523654.508,2,10,14,18,19
3277,0.044143937,35441.052,802852.104,314714.036,523579.120,2,10,15,18,19
3278,0.044146522,35437.758,802730.461,314786.688,523381.531,2,10,17,18,19
3279,0.044155286,35471.998,803346.590,314731.701,524086.887,2,9,12,18,19
3280,0.044162332,35466.026,803083.167,315335.908,523213.285,2,13,16,18,19
3281,0.044162502,35446.331,802634.127,314154.559,523925.899,2,9,15,18,19
3282,0.044165224,35476.978,803278.560,314754.251,524001.287,2,9,14,18,19
3283,0.044167706,35445.046,802510.474,314227.211,523728.310,2,9,17,18,19
3284,0.044185778,35444.764,802175.844,314601.990,523018.618,2,10,16,18,19
3285,0.044193713,35509.193,803489.696,314800.415,524198.475,2,11,12,18,19
3286,0.044200284,35483.005,802777.754,314223.272,524037.486,2,11,15,18,19
3287,0.044201960,35512.870,803422.969,314822.965,524112.874,2,11,14,18,19
3288,0.044204146,35449.870,801958.040,314042.513,523365.397,2,9,16,18,19
3289,0.044206084,35482.174,802653.647,314295.925,523839.897,2,11,17,18,19
3290,0.044210240,33773.361,763926.198,312661.766,485037.793,6,8,19,20,21
3291,0.044219950,35468.354,802089.421,313735.523,523822.252,2,12,15,18,19
3292,0.044221582,42765.846,967080.867,448260.376,561586.336,5,6,8,18,20
3293,0.044223059,35499.332,802733.524,314335.216,523897.640,2,12,14,18,19
3294,0.044229161,35470.137,801962.701,313808.176,523624.663,2,12,17,18,19
3295,0.044230925,35474.114,802020.612,313758.074,523736.652,2,14,15,18,19
3296,0.044232598,35441.510,801253.198,313231.033,523463.675,2,15,17,18,19
3297,0.044236084,57684.875,1304023.096,787779.809,573928.162,11,12,15,18,22
3298,0.044238142,35474.363,801895.425,313830.726,523539.062,2,14,17,18,19
3299,0.044238751,57682.913,1303900.121,787852.461,573730.573,11,12,17,18,22
3300,0.044240835,35485.685,802102.525,314111.226,523476.985,2,11,16,18,19
3301,0.044249716,57730.505,1304652.547,788379.501,574003.550,11,12,14,18,22
3302,0.044254879,57671.769,1303173.134,787275.319,573569.585,11,15,17,18,22
3303,0.044255666,57680.826,1303354.597,787667.763,573367.660,11,12,16,18,22
3304,0.044263817,35473.541,801411.687,313623.477,523261.750,2,12,16,18,19
3305,0.044265443,57718.865,1303926.056,787802.359,573842.562,11,14,15,18,22
3306,0.044265871,35443.828,800703.269,313046.335,523100.762,2,15,16,18,19
3307,0.044266426,57776.210,1305192.574,788775.987,574192.797,9,11,12,18,22
3308,0.044268973,57717.976,1303802.008,787875.011,573644.972,11,14,17,18,22
3309,0.044271545,57662.765,1302479.155,786787.570,573354.350,12,15,17,18,22
3310,0.044271570,35476.817,801345.360,313646.028,523176.150,2,14,16,18,19
3311,0.044272144,57670.099,1302627.193,787090.620,573206.672,11,15,16,18,22
3312,0.044273675,57794.288,1305387.194,789335.463,573846.019,10,11,12,18,22
3313,0.044275136,57668.534,1302503.822,787163.273,573009.083,11,16,17,18,22
3314,0.044277969,35447.806,800574.354,313118.987,522903.173,2,16,17,18,19
3315,0.044282140,57764.550,1304466.103,788198.844,574031.809,9,11,15,18,22
3316,0.044282368,57710.187,1303231.750,787314.610,573627.327,12,14,15,18,22
3317,0.044285685,57709.029,1303107.971,787387.262,573429.738,12,14,17,18,22
3318,0.044285826,57715.793,1303256.579,787690.313,573282.060,11,14,16,18,22
3319,0.044286118,57849.222,1306260.844,790069.381,574040.686,11,12,13,18,22
3320,0.044286369,57764.535,1304341.182,788271.497,573834.220,9,11,17,18,22
3321,0.044288259,57660.387,1301933.922,786602.871,572991.438,12,15,16,18,22
