rank,zp_minmax,sim_mwh,dominant_mwh,heat_mwh,cool_mwh,i1,i2,i3,i4,i5
16371,0.094156061,154002.850,1635612.718,1114005.879,675609.689,3,4,13,17,22
16372,0.094157443,153932.971,1634846.552,1112708.545,676070.978,3,4,11,15,22
16373,0.094159593,62892.207,667932.014,448097.865,282726.355,4,6,7,10,13
16374,0.094165838,154028.219,1635712.287,1113933.226,675807.279,3,4,13,15,22
16375,0.094168408,154010.242,1635476.759,1113799.001,675687.999,3,4,10,14,22
16376,0.094169190,62695.647,665776.639,446170.802,282301.484,4,6,8,13,14
16377,0.094172151,153952.545,1634799.075,1112820.489,675931.131,3,4,12,14,22
16378,0.094176370,154027.570,1635522.481,1113776.451,675773.600,3,4,10,12,22
16379,0.094187780,154020.888,1635253.414,1113239.524,676034.778,3,4,9,14,22
16380,0.094190230,153905.262,1633983.291,1112315.999,675572.554,3,4,14,17,22
16381,0.094191535,154095.232,1635977.501,1114195.486,675877.247,3,4,9,10,22
16382,0.094193844,153979.392,1634707.591,1113271.961,675415.022,3,4,10,17,22
16383,0.094194801,154036.809,1635300.543,1113216.974,676120.379,3,4,9,12,22
16384,0.094196335,153919.806,1634031.797,1112293.448,675658.154,3,4,12,17,22
16385,0.094199215,153929.435,1634084.055,1112243.346,675770.143,3,4,14,15,22
16386,0.094203857,154005.107,1634806.813,1113199.309,675612.612,3,4,10,15,22
16387,0.094205004,62082.558,659015.509,441342.862,279755.205,4,7,8,11,13
16388,0.094205844,153944.764,1634131.776,1112220.796,675855.744,3,4,12,15,22
16389,0.094212551,153989.026,1634485.259,1112712.484,675761.801,3,4,9,17,22
16390,0.094218267,153965.936,1634141.039,1112596.499,675510.476,3,4,11,16,22
16391,0.094220328,62732.191,665803.145,446148.252,282387.085,4,6,8,12,13
16392,0.094221886,154013.729,1634585.493,1112639.832,675959.390,3,4,9,15,22
16393,0.094222982,153896.040,1633317.433,1111716.306,675497.166,3,4,15,17,22
16394,0.094225773,154059.897,1635008.060,1113821.181,675246.777,3,4,13,16,22
16395,0.094244197,62090.634,658827.132,441274.149,279643.617,4,7,8,9,13
16396,0.094256327,62734.662,665575.073,445902.083,282407.652,4,6,8,10,11
16397,0.094259651,153961.753,1633379.189,1112131.300,675209.641,3,4,14,16,22
16398,0.094263713,154036.596,1634102.777,1113087.263,675052.110,3,4,10,16,22
16399,0.094266468,153977.360,1633426.632,1112108.750,675295.242,3,4,12,16,22
16400,0.094273939,62690.455,664981.814,445643.762,282028.507,4,6,8,13,17
16401,0.094275530,62059.036,658272.997,440877.664,279454.370,4,7,8,13,14
16402,0.094279035,63132.130,669630.636,449426.579,283336.187,4,5,8,10,13
16403,0.094281879,154045.398,1633881.277,1112527.786,675398.889,3,4,9,16,22
16404,0.094283822,153928.901,1632612.023,1111604.260,674936.664,3,4,16,17,22
16405,0.094285617,62736.942,665392.492,445833.369,282296.064,4,6,8,9,10
16406,0.094286772,62967.043,667824.781,447607.102,283184.722,4,6,7,11,13
16407,0.094292134,153952.067,1632713.794,1111531.608,675134.254,3,4,15,16,22
16408,0.094322169,62708.681,664835.020,445436.884,282106.817,4,6,8,10,14
16409,0.094325592,62975.192,667636.330,447538.388,283073.134,4,6,7,9,13
16410,0.094326595,62733.221,665063.985,445571.109,282226.096,4,6,8,13,15
16411,0.094328741,62096.479,658298.605,440855.113,279539.970,4,7,8,12,13
16412,0.094346788,64009.315,678447.208,455690.819,286765.704,4,5,6,10,13
16413,0.094357445,62944.122,667081.668,447141.903,282883.887,4,6,7,13,14
16414,0.094368152,62100.732,658068.750,440608.944,279560.538,4,7,8,10,11
16415,0.094372683,138734.113,1470066.436,673952.756,934847.793,2,3,4,18,19
16416,0.094374079,62745.654,664861.098,445414.334,282192.418,4,6,8,10,12
16417,0.094377472,62051.362,657480.654,440350.623,279181.393,4,7,8,13,17
16418,0.094397368,62102.748,657886.433,440540.231,279448.950,4,7,8,9,10
16419,0.094405806,63206.903,669523.467,448935.816,283794.553,4,5,8,11,13
16420,0.094408079,62980.424,667108.416,447119.353,282969.487,4,6,7,12,13
16421,0.094410030,62809.789,665287.248,445342.606,282754.431,4,6,8,9,11
16422,0.094413838,62728.218,664396.440,445459.064,281665.594,4,6,8,13,16
16423,0.094427854,62703.856,664039.828,444909.844,281833.840,4,6,8,10,17
16424,0.094433509,62095.807,657561.146,440277.971,279378.982,4,7,8,13,15
16425,0.094434813,62074.716,657328.732,440143.746,279259.703,4,7,8,10,14
16426,0.094443340,62779.492,664731.812,444946.121,282565.183,4,6,8,11,14
16427,0.094443756,62982.703,666880.536,446873.184,282990.055,4,6,7,10,11
16428,0.094444502,63215.016,669335.053,448867.102,283682.966,4,5,8,9,13
16429,0.094461435,62938.456,666287.316,446614.863,282610.910,4,6,7,13,17
16430,0.094465618,63380.374,670935.896,450397.680,283918.590,4,5,7,10,13
16431,0.094470920,64083.466,678340.660,455200.055,287224.071,4,5,6,11,13
16432,0.094473244,62985.107,666697.831,446804.470,282878.467,4,6,7,9,10
16433,0.094476000,63183.717,668780.618,448470.617,283493.719,4,5,8,13,14
16434,0.094480485,62746.573,664122.048,444837.192,282031.429,4,6,8,10,15
16435,0.094482724,62787.847,664543.156,444877.407,282453.596,4,6,8,9,14
16436,0.094488830,62112.601,657353.898,440121.195,279345.303,4,7,8,10,12
16437,0.094492011,62814.496,664759.858,444923.570,282650.784,4,6,8,11,12
16438,0.094509156,64091.595,678152.230,455131.342,287112.483,4,5,6,9,13
16439,0.094510121,62956.992,666140.213,446407.985,282689.220,4,6,7,10,14
16440,0.094514412,62981.495,666369.215,446542.211,282808.499,4,6,7,13,15
16441,0.094521459,62174.538,657782.246,440049.468,279907.316,4,7,8,9,11
16442,0.094523745,62091.936,656892.469,440165.925,278818.480,4,7,8,13,16
16443,0.094527099,63220.386,668807.000,448448.067,283579.319,4,5,8,12,13
16444,0.094532272,62823.376,664570.677,444854.857,282539.196,4,6,8,9,12
16445,0.094535759,165134.710,1746796.258,1209484.635,702446.334,3,4,8,11,22
16446,0.094538491,77225.649,816869.912,508695.785,385399.776,2,4,8,13,19
16447,0.094538878,62068.113,656535.319,439616.705,278986.726,4,7,8,10,17
16448,0.094540726,64060.563,677597.530,454734.857,286923.236,4,5,6,13,14
16449,0.094542040,62770.332,663940.955,444419.080,282292.206,4,6,8,11,17
16450,0.094542634,165228.688,1747663.262,1210709.316,702182.635,3,4,8,13,22
16451,0.094545395,175797.457,1859397.347,1306166.934,729027.870,3,4,7,8,22
16452,0.094554853,62144.006,657227.045,439652.982,279718.069,4,7,8,11,14
16453,0.094561229,176527.607,1866807.450,1311460.072,731874.984,3,4,6,8,22
16454,0.094561478,62993.695,666166.560,446385.435,282774.820,4,6,7,10,12
16455,0.094562814,63222.718,668579.067,448201.898,283599.886,4,5,8,10,11
16456,0.094565676,62793.053,664015.268,444458.372,282349.949,4,6,8,12,14
16457,0.094567499,62741.262,663454.811,444725.146,281470.928,4,6,8,10,16
16458,0.094571909,165126.215,1746038.720,1209019.436,702145.499,3,4,8,14,22
16459,0.094576934,165203.219,1746760.146,1209975.398,701987.968,3,4,8,10,22
16460,0.094580845,63178.649,667985.670,447943.577,283220.742,4,5,8,13,17
16461,0.094581263,165146.584,1746081.401,1208996.885,702231.100,3,4,8,12,22
16462,0.094583514,62779.909,663751.077,444350.367,282180.619,4,6,8,9,17
16463,0.094591121,64097.208,677623.935,454712.306,287008.836,4,5,6,12,13
16464,0.094591840,63454.943,670828.930,449906.917,284376.956,4,5,7,11,13
16465,0.094591865,165208.665,1746542.003,1209415.921,702334.746,3,4,8,9,22
16466,0.094592011,63224.970,668396.513,448133.184,283488.299,4,5,8,9,10
16467,0.094594047,62112.000,656616.368,439544.053,279184.315,4,7,8,10,15
16468,0.094596254,62153.283,657037.467,439584.269,279606.482,4,7,8,9,14
16469,0.094596493,165096.292,1745268.626,1208492.396,701872.522,3,4,8,17,22
16470,0.094597085,63057.736,666592.804,446313.707,283336.833,4,6,7,9,11
16471,0.094599934,62816.246,664019.978,444346.428,282489.796,4,6,8,11,15
16472,0.094602006,62976.694,665701.468,446430.164,282247.997,4,6,7,13,16
16473,0.094605733,62180.006,657254.096,439630.432,279803.670,4,7,8,11,12
16474,0.094606027,78050.502,825005.594,505221.401,397834.695,2,4,8,13,20
16475,0.094606231,165122.617,1745367.238,1208419.743,702070.111,3,4,8,15,22
16476,0.094611986,78118.368,825670.949,514960.024,388829.293,2,4,6,13,19
16477,0.094612220,165391.003,1748093.469,1210455.736,703028.737,3,4,7,11,22
16478,0.094613134,62747.242,663198.011,443953.882,281991.371,4,6,8,14,17
16479,0.094615383,62951.899,665345.288,445880.945,282416.243,4,6,7,10,17
16480,0.094619007,165484.910,1748960.544,1211680.417,702765.037,3,4,7,13,22
16481,0.094626304,64099.485,677396.056,454466.137,287029.403,4,5,6,10,11
16482,0.094628157,77212.288,815954.688,507961.867,385205.109,2,4,8,10,19
16483,0.094628380,63196.542,667839.208,447736.699,283299.051,4,5,8,10,14
16484,0.094631026,63463.371,670640.202,449838.203,284265.369,4,5,7,9,13
16485,0.094631073,63027.797,666037.011,445917.222,283147.586,4,6,7,11,14
16486,0.094632098,176782.770,1868105.790,1312431.173,732457.387,3,4,6,7,22
16487,0.094632925,63221.231,668068.024,447870.924,283418.331,4,5,8,13,15
16488,0.094636385,62822.770,663833.153,444277.715,282378.208,4,6,8,9,15
16489,0.094643330,64054.906,676803.169,454207.816,286650.259,4,5,6,13,17
16490,0.094645151,166147.416,1755477.309,1215748.874,705875.851,3,4,6,11,22
16491,0.094647024,62189.208,657064.592,439561.718,279692.082,4,7,8,9,12
16492,0.094648329,165382.432,1747336.006,1209990.537,702727.902,3,4,7,14,22
16493,0.094650245,166238.676,1756347.031,1216973.555,705612.152,3,4,6,13,22
16494,0.094651792,62133.033,656438.001,439125.942,279445.092,4,7,8,11,17
16495,0.094653360,165459.503,1748057.367,1210946.499,702570.370,3,4,7,10,22
16496,0.094655788,165143.476,1744673.830,1208307.697,701509.609,3,4,8,16,22
16497,0.094656374,64102.502,677212.738,454397.424,286917.816,4,5,6,9,10
16498,0.094657806,165403.013,1747378.476,1209967.987,702813.502,3,4,7,12,22
16499,0.094662585,63432.053,670085.787,449441.718,284076.121,4,5,7,13,14
16500,0.094663293,62783.083,663225.220,443931.331,282076.972,4,6,8,12,17
16501,0.094668338,165465.026,1747839.145,1210387.022,702917.149,3,4,7,9,22
16502,0.094668453,62994.960,665427.165,445808.293,282613.832,4,6,7,10,15
16503,0.094670296,62792.678,663277.512,443881.230,282188.961,4,6,8,14,15
16504,0.094670349,63036.101,665848.406,445848.508,283035.999,4,6,7,9,14
16505,0.094672987,165352.603,1746565.819,1209463.497,702454.925,3,4,7,17,22
16506,0.094678555,62157.475,656510.593,439165.233,279502.835,4,7,8,12,14
16507,0.094679437,63062.676,666065.182,445894.671,283233.187,4,6,7,11,12
16508,0.094680359,63233.707,667865.094,447714.149,283384.652,4,5,8,10,12
16509,0.094680412,166137.705,1754720.986,1215283.675,705575.016,3,4,6,14,22
16510,0.094681753,62106.437,655949.383,439432.007,278623.813,4,7,8,10,16
16511,0.094682658,165378.839,1746664.519,1209390.844,702652.514,3,4,7,15,22
16512,0.094685394,62809.913,663353.763,444234.382,281929.294,4,6,8,11,16
16513,0.094685442,166214.830,1755442.292,1216239.638,705417.485,3,4,6,10,22
16514,0.094688489,78951.140,833798.712,511485.640,401264.212,2,4,6,13,20
16515,0.094689880,166158.336,1754763.406,1215261.125,705660.617,3,4,6,12,22
16516,0.094691827,177052.384,1869774.722,1313759.887,733067.219,3,4,5,8,22
16517,0.094692044,64073.902,676655.605,454000.939,286728.569,4,5,6,10,14
16518,0.094692720,77242.013,815712.265,507402.390,385551.887,2,4,8,9,19
16519,0.094692911,77257.752,815876.827,507471.104,385663.475,2,4,8,11,19
16520,0.094693368,62142.368,656248.365,439057.228,279333.504,4,7,8,9,17
16521,0.094693455,77475.666,818173.398,509666.886,385982.179,2,4,7,13,19
16522,0.094693734,78036.276,824091.235,504487.483,397640.028,2,4,8,10,20
16523,0.094697250,64099.050,676883.962,454135.164,286847.848,4,5,6,13,15
16524,0.094699976,166219.736,1755224.688,1215680.161,705764.264,3,4,6,9,22
16525,0.094701175,78105.308,824755.424,514226.107,388634.626,2,4,6,10,19
16526,0.094705025,166107.947,1753950.727,1214756.635,705302.039,3,4,6,17,22
16527,0.094711853,62179.858,656516.113,439053.290,279642.681,4,7,8,11,15
16528,0.094713100,63468.428,670112.461,449419.168,284161.722,4,5,7,12,13
16529,0.094715454,166135.467,1754048.144,1214683.983,705499.628,3,4,6,15,22
16530,0.094716008,63297.876,668291.210,447642.421,283946.665,4,5,8,9,11
16531,0.094718883,62827.572,663305.668,443858.679,282274.561,4,6,8,12,15
16532,0.094719546,63071.480,665876.077,445825.958,283121.599,4,6,7,9,12
16533,0.094720578,63216.530,667400.177,447758.878,282857.829,4,5,8,13,16
16534,0.094724189,62110.162,655694.838,438660.743,279144.257,4,7,8,14,17
16535,0.094724974,62818.295,663165.080,444165.669,281817.706,4,6,8,9,16
16536,0.094729805,63018.638,665246.152,445390.182,282874.609,4,6,7,11,17
16537,0.094732235,165399.741,1745971.069,1209278.798,702092.012,3,4,7,16,22
16538,0.094734277,63191.914,667043.819,447209.659,283026.074,4,5,8,10,17
16539,0.094743842,64111.375,676681.182,453978.388,286814.169,4,5,6,10,12
16540,0.094748806,63470.759,669884.529,449172.999,284182.289,4,5,7,10,11
16541,0.094749400,63267.565,667735.788,447245.936,283757.418,4,5,8,11,14
16542,0.094749730,62186.967,656328.703,438984.576,279531.094,4,7,8,9,15
16543,0.094753524,63041.450,665320.374,445429.473,282932.352,4,6,7,12,14
16544,0.094755147,62989.444,664760.133,445696.247,282053.330,4,6,7,10,16
16545,0.094757592,62787.355,662610.287,443769.184,281628.459,4,6,8,14,16
16546,0.094758106,78081.929,824013.184,503996.719,398098.394,2,4,8,11,20
16547,0.094760140,78301.109,826308.491,506192.502,398417.098,2,4,7,13,20
16548,0.094760506,78068.128,823846.684,503928.006,397986.807,2,4,8,9,20
16549,0.094762515,177307.585,1871073.025,1314730.988,733649.622,3,4,5,7,22
16550,0.094763756,78134.043,824513.992,513666.630,388981.405,2,4,6,9,19
16551,0.094763832,166154.762,1753356.301,1214571.937,704939.127,3,4,6,16,22
16552,0.094764362,78150.106,824678.229,513735.343,389092.992,2,4,6,11,19
16553,0.094766761,63426.565,669291.257,448914.678,283803.144,4,5,7,13,17
16554,0.094770007,62783.835,662486.338,443354.189,281915.984,4,6,8,15,17
16555,0.094771026,63028.078,665056.411,445321.468,282763.022,4,6,7,9,17
16556,0.094773550,77251.533,815117.012,507005.905,385362.640,2,4,8,14,19
16557,0.094774673,78936.391,832884.876,510751.722,401069.545,2,4,6,10,20
16558,0.094775360,77258.339,815173.256,506983.354,385448.241,2,4,8,12,19
16559,0.094775811,62146.538,655721.512,438638.193,279229.858,4,7,8,12,17
16560,0.094776527,178036.249,1878484.614,1320024.127,736496.736,3,4,5,6,22
16561,0.094778228,63473.153,669701.834,449104.285,284070.702,4,5,7,9,10
16562,0.094778453,64175.214,677107.629,453906.660,287376.182,4,5,6,9,11
16563,0.094782025,64093.238,676217.226,454023.118,286287.346,4,5,6,13,16
16564,0.094783153,77462.306,817258.173,508932.968,385787.512,2,4,7,10,19
16565,0.094783840,62156.705,655773.232,438588.091,279341.846,4,7,8,14,15
16566,0.094786463,63234.528,667126.143,447137.007,283223.664,4,5,8,10,15
16567,0.094787355,63064.425,665325.302,445317.529,283072.198,4,6,7,11,15
16568,0.094788932,63276.066,667546.987,447177.222,283645.830,4,5,8,9,14
16569,0.094789263,166680.845,1758435.929,1218048.689,707068.085,3,4,5,11,22
16570,0.094794501,166772.467,1759305.290,1219273.370,706804.386,3,4,5,13,22
16571,0.094795990,64068.876,675860.614,453473.898,286455.592,4,5,6,10,17
16572,0.094797800,63302.545,667763.859,447223.385,283843.018,4,5,8,11,12
16573,0.094800325,62174.674,655848.749,438941.244,279082.179,4,7,8,11,16
16574,0.094801245,62995.716,664503.041,444924.983,282573.774,4,6,7,14,17
16575,0.094806964,62822.697,662637.996,443746.633,281714.060,4,6,8,12,16
16576,0.094811554,64144.961,676552.149,453510.175,287186.935,4,5,6,11,14
16577,0.094814929,63444.877,669144.378,448707.800,283881.454,4,5,7,10,14
16578,0.094819341,63469.528,669373.231,448842.025,284000.734,4,5,7,13,15
16579,0.094823893,63071.014,665138.413,445248.816,282960.611,4,6,7,9,15
16580,0.094824383,166670.906,1757679.835,1217583.490,706767.251,3,4,5,14,22
16581,0.094829190,77234.485,814458.980,506406.212,385287.252,2,4,8,15,19
16582,0.094829405,166748.125,1758401.047,1218539.453,706609.719,3,4,5,10,22
16583,0.094834080,166691.935,1757721.856,1217560.940,706852.851,3,4,5,12,22
16584,0.094834098,77227.315,814341.213,506478.865,385089.663,2,4,8,17,19
16585,0.094834181,62192.319,655800.668,438565.541,279427.447,4,7,8,12,15
16586,0.094836946,78080.373,823311.757,503508.970,397883.160,2,4,8,12,20
16587,0.094838260,63311.604,667574.499,447154.672,283731.431,4,5,8,9,12
16588,0.094838530,78076.102,823252.978,503531.521,397797.559,2,4,8,14,20
16589,0.094838734,78982.319,832806.551,510260.959,401527.911,2,4,6,11,20
16590,0.094841350,78968.690,832639.879,510192.245,401416.324,2,4,6,9,20
16591,0.094841569,62183.762,655659.360,438872.530,278970.592,4,7,8,9,16
16592,0.094843699,78143.506,823918.795,513270.144,388792.157,2,4,6,14,19
16593,0.094843785,166752.796,1758183.678,1217979.976,706956.498,3,4,5,9,22
16594,0.094846205,78150.854,823974.497,513247.594,388877.758,2,4,6,12,19
16595,0.094847476,77491.895,817015.887,508373.491,386134.290,2,4,7,9,19
16596,0.094847881,78286.884,825394.130,505458.584,398222.431,2,4,7,10,20
16597,0.094847924,77507.849,817180.234,508442.205,386245.878,2,4,7,11,19
16598,0.094848146,63258.483,666944.853,446718.895,283484.441,4,5,8,11,17
16599,0.094849274,166641.559,1756909.164,1217056.450,706494.274,3,4,5,17,22
16600,0.094850127,64153.176,676363.633,453441.462,287075.347,4,5,6,9,14
16601,0.094850461,64113.325,675941.102,453401.246,286653.181,4,5,6,10,15
16602,0.094851031,63031.395,664530.413,444902.432,282659.375,4,6,7,12,17
16603,0.094857997,62778.807,661818.818,443242.143,281355.482,4,6,8,16,17
16604,0.094858257,63041.143,664582.551,444852.330,282771.363,4,6,7,14,15
16605,0.094858477,64179.419,676580.742,453487.625,287272.535,4,5,6,11,12
16606,0.094859647,166669.029,1757006.631,1216983.798,706691.863,3,4,5,15,22
16607,0.094861114,78608.803,828672.564,517259.839,390021.527,2,4,5,13,19
16608,0.094866320,63481.748,669170.557,448685.250,283967.055,4,5,7,10,12
16609,0.094871598,63281.177,667019.193,446758.187,283542.183,4,5,8,12,14
16610,0.094872616,63057.959,664659.221,445205.483,282511.697,4,6,7,11,16
16611,0.094873520,63229.295,666458.828,447024.961,282663.162,4,5,8,10,16
16612,0.094874606,62152.791,655104.599,438476.045,278781.345,4,7,8,14,16
16613,0.094878533,124370.572,1310839.961,606853.414,828357.120,3,4,8,13,18
16614,0.094882275,62146.333,654983.587,438061.051,279068.869,4,7,8,15,17
16615,0.094889612,63268.115,666754.920,446650.182,283372.853,4,5,8,9,17
16616,0.094890456,78056.639,822597.361,502931.828,397722.171,2,4,8,15,20
16617,0.094894602,78048.925,822480.137,503004.480,397524.582,2,4,8,17,20
16618,0.094899224,64188.970,676390.889,453418.911,287160.948,4,5,6,9,12
16619,0.094900298,78127.585,823259.637,512670.452,388716.770,2,4,6,15,19
16620,0.094901627,63545.823,669596.767,448613.522,284529.068,4,5,7,9,11
16621,0.094905475,78120.648,823141.636,512743.104,388519.180,2,4,6,17,19
16622,0.094905661,63304.347,667023.927,446646.243,283682.030,4,5,8,11,15
16623,0.094906045,124323.021,1309958.927,606119.496,828162.453,3,4,8,10,18
16624,0.094906656,63075.985,664610.760,444829.780,282856.964,4,6,7,12,15
16625,0.094907074,63464.868,668705.344,448729.980,283440.232,4,5,7,13,16
16626,0.094907256,62819.411,661903.151,443169.491,281553.071,4,6,8,15,16
16627,0.094907942,166688.232,1756314.881,1216871.752,706131.361,3,4,5,16,22
16628,0.094908675,64135.626,675761.467,452983.135,286913.958,4,5,6,11,17
16629,0.094912173,78332.542,825316.075,504967.820,398680.797,2,4,7,11,20
16630,0.094912495,63066.538,664470.341,445136.770,282400.109,4,6,7,9,16
16631,0.094912864,77238.427,813782.490,506294.166,384726.751,2,4,8,16,19
16632,0.094914609,78318.748,825149.568,504899.107,398569.209,2,4,7,9,20
16633,0.094914757,78979.204,832106.683,509773.210,401312.677,2,4,6,12,20
16634,0.094916445,78975.021,832047.816,509795.760,401227.076,2,4,6,14,20
16635,0.094919179,63235.343,666201.960,446253.697,283183.606,4,5,8,14,17
16636,0.094920365,63439.957,668349.280,448180.760,283608.477,4,5,7,10,17
16637,0.094925956,62188.980,655131.460,438453.495,278866.945,4,7,8,12,16
16638,0.094928192,77501.342,816420.707,507977.006,385945.043,2,4,7,14,19
16639,0.094930009,77508.163,816476.936,507954.456,386030.644,2,4,7,12,19
16640,0.094933607,64159.426,675834.701,453022.426,286971.701,4,5,6,12,14
16641,0.094934512,64106.900,675274.979,453289.200,286092.679,4,5,6,10,16
16642,0.094935578,63515.800,669041.058,448217.037,284339.821,4,5,7,11,14
16643,0.094937648,79443.657,836798.244,513785.455,402456.446,2,4,5,13,20
16644,0.094939939,124360.762,1309888.789,605628.733,828620.819,3,4,8,11,18
16645,0.094942213,63310.980,666836.993,446577.530,283570.443,4,5,8,9,15
16646,0.094945367,63035.696,663915.450,444740.284,282210.862,4,6,7,14,16
16647,0.094948020,124354.794,1309714.456,605560.019,828509.231,3,4,8,9,18
16648,0.094949392,64145.119,675571.672,452914.422,286802.370,4,5,6,9,17
16649,0.094950325,78595.795,827756.987,516525.921,389826.860,2,4,5,10,19
16650,0.094958316,63032.493,663791.184,444325.290,282498.386,4,6,7,15,17
16651,0.094966792,64182.328,675839.702,452910.483,287111.547,4,5,6,11,15
16652,0.094969315,63271.315,666229.037,446231.146,283269.206,4,5,8,12,17
16653,0.094970945,78957.882,831389.874,509196.068,401151.689,2,4,6,15,20
16654,0.094972869,62142.190,654315.182,437949.005,278508.368,4,7,8,16,17
16655,0.094973062,63482.959,668431.215,448108.108,283806.067,4,5,7,10,15
16656,0.094973528,78949.006,831273.813,509268.720,400954.099,2,4,6,17,20
16657,0.094974871,63524.169,668852.388,448148.323,284228.233,4,5,7,9,14
16658,0.094974884,78061.730,821919.721,502819.782,397161.670,2,4,8,16,20
16659,0.094976210,63280.879,666281.361,446181.045,283381.195,4,5,8,14,15
16660,0.094977863,124345.152,1309201.416,605140.984,828405.585,3,4,8,12,18
16661,0.094979472,64112.871,675018.188,452517.936,286613.123,4,5,6,14,17
16662,0.094982032,124629.230,1312134.807,607824.515,828939.522,3,4,7,13,18
16663,0.094982831,78131.298,822583.376,512558.406,388156.268,2,4,6,16,19
16664,0.094983643,63550.637,669069.271,448194.486,284425.421,4,5,7,11,12
16665,0.094984155,77484.508,815762.460,507377.313,385869.655,2,4,7,15,19
16666,0.094989204,77477.431,815644.600,507449.966,385672.066,2,4,7,17,19
16667,0.094990981,63297.976,666357.750,446534.197,283121.528,4,5,8,11,16
16668,0.094991170,78331.100,824614.534,504480.071,398465.563,2,4,7,12,20
16669,0.094992758,78326.826,824555.758,504502.622,398379.962,2,4,7,14,20
16670,0.094994406,63070.899,663943.297,444717.734,282296.462,4,6,7,12,16
16671,0.095000516,124366.767,1309116.751,605163.534,828319.984,3,4,8,14,18
16672,0.095003643,64189.430,675652.299,452841.769,286999.960,4,5,6,9,15
16673,0.095009635,124581.737,1311253.716,607090.597,828744.855,3,4,7,10,18
16674,0.095012794,78624.562,827515.522,515966.445,390173.639,2,4,5,9,19
16675,0.095013352,78640.628,827679.757,516035.158,390285.227,2,4,5,11,19
16676,0.095017711,124328.745,1308479.693,604563.842,828244.596,3,4,8,15,18
16677,0.095017950,124318.190,1308365.311,604636.494,828047.007,3,4,8,17,18
16678,0.095023840,79428.943,835884.374,513051.537,402261.779,2,4,5,10,20
16679,0.095023943,63559.614,668879.992,448125.773,284313.834,4,5,7,9,12
16680,0.095024106,62183.648,654398.661,437876.352,278705.957,4,7,8,15,16
16681,0.095024679,63315.841,666309.448,446158.494,283466.796,4,5,8,12,15
16682,0.095029380,64149.108,675045.002,452495.386,286698.724,4,5,6,12,17
16683,0.095030705,63306.502,666168.922,446465.484,283009.941,4,5,8,9,16
16684,0.095034469,63506.789,668250.051,447689.997,284066.844,4,5,7,11,17
16685,0.095036825,64159.069,675096.928,452445.284,286810.712,4,5,6,14,15
16686,0.095043201,125409.052,1319495.239,613117.654,831786.637,3,4,6,13,18
16687,0.095043285,124619.219,1311183.836,606599.834,829203.222,3,4,7,11,18
16688,0.095044577,78307.251,823900.252,503902.929,398304.574,2,4,7,15,20
16689,0.095045798,63027.148,663123.981,444213.244,281937.885,4,6,7,16,17
16690,0.095048883,78299.646,823782.920,503975.581,398106.985,2,4,7,17,20
16691,0.095049917,64175.254,675174.228,452798.437,286551.045,4,5,6,11,16
16692,0.095051592,124613.515,1311009.239,606531.120,829091.634,3,4,7,9,18
16693,0.095053550,78962.219,830712.990,509084.022,400591.187,2,4,6,16,20
16694,0.095057771,63529.432,668324.442,447729.288,284124.586,4,5,7,12,14
16695,0.095059725,63477.476,667764.150,447996.062,283245.565,4,5,7,10,16
16696,0.095062537,124323.924,1307811.966,604451.795,827684.094,3,4,8,16,18
16697,0.095063296,63275.481,665614.211,446068.998,282820.693,4,5,8,14,16
16698,0.095067710,77488.365,815086.056,507265.267,385309.153,2,4,7,16,19
16699,0.095070818,125361.711,1318613.994,612383.736,831591.970,3,4,6,10,18
16700,0.095075546,63516.201,668060.338,447621.283,283955.256,4,5,7,9,17
16701,0.095075790,63272.008,665490.215,445654.004,283108.218,4,5,8,15,17
16702,0.095081322,124603.726,1310496.346,606112.085,828987.987,3,4,7,12,18
16703,0.095084497,64193.932,675125.114,452422.734,286896.313,4,5,6,12,15
16704,0.095087720,79474.890,835806.030,512560.774,402720.146,2,4,5,11,20
16705,0.095089885,64184.240,674984.941,452729.723,286439.458,4,5,6,9,16
16706,0.095090119,79461.065,835639.554,512492.060,402608.558,2,4,5,9,20
16707,0.095091591,63552.495,668329.283,447617.344,284264.433,4,5,7,11,15
16708,0.095092470,78633.908,826920.444,515569.959,389984.392,2,4,5,14,19
16709,0.095095109,78641.376,826976.026,515547.409,390069.992,2,4,5,12,19
16710,0.095095178,63067.899,663208.167,444140.592,282135.474,4,6,7,15,16
16711,0.095104100,124625.508,1310411.514,606134.635,828902.387,3,4,7,14,18
16712,0.095104239,125399.140,1318544.168,611892.972,832050.336,3,4,6,11,18
16713,0.095105785,63483.780,667507.027,447224.798,283766.009,4,5,7,14,17
16714,0.095112026,125392.856,1318370.151,611824.259,831938.748,3,4,6,9,18
16715,0.095112532,63310.883,665641.859,446046.448,282906.294,4,5,8,12,16
16716,0.095121287,124587.437,1309774.505,605534.942,828826.999,3,4,7,15,18
16717,0.095121536,124576.883,1309660.122,605607.595,828629.410,3,4,7,17,18
16718,0.095121796,64153.033,674430.416,452333.238,286250.211,4,5,6,14,16
16719,0.095128159,63559.150,668142.327,447548.631,284152.845,4,5,7,9,15
16720,0.095129077,78312.402,823222.553,503790.883,397744.072,2,4,7,16,20
16721,0.095136277,64150.877,674305.102,451918.244,286537.735,4,5,6,15,17
16722,0.095143141,125384.905,1317855.420,611405.223,831835.102,3,4,6,12,18
16723,0.095149187,78618.081,826261.190,514970.267,389909.004,2,4,5,15,19
